Term,Term,Semester,College or School,College Description,Department,Class Subject,Class Number,Class,Course,Class Section,Career,Course Class Description,Enrollment Capacity,Total Enrolled,Component,Room Number,Days of the Week,Class Start Time,Class End Time,Class on Monday,Class on Tuesday,Class on Wednesday,Class on Thursday,Class on Friday,Class on Saturday,Class on Sunday,Class Start Date,Class End Date,Professor Name,Summer Session,Class Location Description,City
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6900,BIOC 6900,BIOC 6900,705,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Root,Douglas Donald",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6900,BIOC 6900,BIOC 6900,706,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6900,BIOC 6900,BIOC 6900,706,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,,5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6900,BIOC 6900,BIOC 6900,707,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Shah,Jyoti",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6900,BIOC 6900,BIOC 6900,707,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Shah,Jyoti",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6900,BIOC 6900,BIOC 6900,708,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Hoeinghaus,David Joseph",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6900,BIOC 6900,BIOC 6900,719,Graduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,6/2/2025,7/25/2025,"Jagadeeswaran,Pudur",8W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6900,BIOC 6900,BIOC 6900,737,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6900,BIOC 6900,BIOC 6900,775,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Chapman,Kent D",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6900,BIOC 6900,BIOC 6900,775,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Chapman,Kent D",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6910,BIOC 6910,BIOC 6910,703,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Dzialowski,Edward Michael",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6910,BIOC 6910,BIOC 6910,705,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Root,Douglas Donald",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6910,BIOC 6910,BIOC 6910,705,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Root,Douglas Donald",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6910,BIOC 6910,BIOC 6910,706,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,,5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6910,BIOC 6910,BIOC 6910,706,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6910,BIOC 6910,BIOC 6910,707,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Shah,Jyoti",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6910,BIOC 6910,BIOC 6910,707,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Shah,Jyoti",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6910,BIOC 6910,BIOC 6910,708,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Hoeinghaus,David Joseph",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6910,BIOC 6910,BIOC 6910,737,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6910,BIOC 6910,BIOC 6910,775,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Chapman,Kent D",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6910,BIOC 6910,BIOC 6910,775,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Chapman,Kent D",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,703,Graduate,INDV RESEARCH,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Dzialowski,Edward Michael",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,705,Graduate,INDV RESEARCH,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Root,Douglas Donald",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,705,Graduate,INDV RESEARCH,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Root,Douglas Donald",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,706,Graduate,INDV RESEARCH,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,715,Graduate,INDV RESEARCH,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Antunes,Mauricio Schusterschitz",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,737,Graduate,INDV RESEARCH,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,750,Graduate,INDV RESEARCH,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Burggren,Warren W",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,750,Graduate,INDV RESEARCH,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Burggren,Warren W",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,756,Graduate,INDV RESEARCH,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,,5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,757,Graduate,INDV RESEARCH,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Tam,Nicoladie D",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,757,Graduate,INDV RESEARCH,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Tam,Nicoladie D",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,775,Graduate,INDV RESEARCH,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Chapman,Kent D",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6940,BIOC 6940,BIOC 6940,775,Graduate,INDV RESEARCH,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Chapman,Kent D",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,703,Graduate,DISSERTATION,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Dzialowski,Edward Michael",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,705,Graduate,DISSERTATION,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Root,Douglas Donald",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,705,Graduate,DISSERTATION,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Root,Douglas Donald",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,706,Graduate,DISSERTATION,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,707,Graduate,DISSERTATION,5,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Shah,Jyoti",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,710,Graduate,DISSERTATION,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Padilla,Pamela A",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,711,Graduate,DISSERTATION,5,0,CRE,,,,,N,N,N,N,N,N,N,6/2/2025,7/25/2025,"Ayre,Brian G",8W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,714,Graduate,DISSERTATION,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Hughes,Lee E",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,737,Graduate,DISSERTATION,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,,10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,737,Graduate,DISSERTATION,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,750,Graduate,DISSERTATION,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Burggren,Warren W",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,750,Graduate,DISSERTATION,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Burggren,Warren W",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,756,Graduate,DISSERTATION,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,,5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,757,Graduate,DISSERTATION,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Tam,Nicoladie D",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,757,Graduate,DISSERTATION,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Tam,Nicoladie D",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,775,Graduate,DISSERTATION,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Chapman,Kent D",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,6950,BIOC 6950,BIOC 6950,775,Graduate,DISSERTATION,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Chapman,Kent D",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,3621,BIOC 3621,BIOC 3621,1,Undergraduate,PRINCIPLES BIOCHEM,99,47,CRE,LIFE A204,MTWR,12:00:00.000000PM, 1:50:00.000000PM,Y,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Flewelen,Timothy C",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,3622,BIOC 3622,BIOC 3622,501,Undergraduate,PRINCIPLES BIOCHEM LAB,20,20,CRE,LIFE A341,MTWR, 8:30:00.000000AM,11:20:00.000000AM,Y,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Brooks,Geoffrey Lance",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,3622,BIOC 3622,BIOC 3622,502,Undergraduate,PRINCIPLES BIOCHEM LAB,20,19,CRE,LIFE A341,MTWR, 2:00:00.000000PM, 4:50:00.000000PM,Y,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Brooks,Geoffrey Lance",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,703,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Dzialowski,Edward Michael",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,705,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Root,Douglas Donald",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,705,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Root,Douglas Donald",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,705,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Root,Douglas Donald",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,706,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,,5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,706,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,707,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Shah,Jyoti",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,707,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Shah,Jyoti",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,707,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Shah,Jyoti",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,708,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Hoeinghaus,David Joseph",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,708,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Hoeinghaus,David Joseph",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,719,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Jagadeeswaran,Pudur",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,730,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,,5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,733,Undergraduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Horn,Patrick Jacob",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,733,Undergraduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Horn,Patrick Jacob",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,737,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,769,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,,10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,775,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Chapman,Kent D",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4900,BIOC 4900,BIOC 4900,775,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Chapman,Kent D",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4910,BIOC 4910,BIOC 4910,703,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Dzialowski,Edward Michael",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4910,BIOC 4910,BIOC 4910,705,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Root,Douglas Donald",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4910,BIOC 4910,BIOC 4910,705,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Root,Douglas Donald",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4910,BIOC 4910,BIOC 4910,706,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4910,BIOC 4910,BIOC 4910,706,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,,5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4910,BIOC 4910,BIOC 4910,707,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Shah,Jyoti",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4910,BIOC 4910,BIOC 4910,707,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Shah,Jyoti",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4910,BIOC 4910,BIOC 4910,708,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Hoeinghaus,David Joseph",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4910,BIOC 4910,BIOC 4910,708,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Hoeinghaus,David Joseph",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4910,BIOC 4910,BIOC 4910,737,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4910,BIOC 4910,BIOC 4910,775,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Chapman,Kent D",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOC,4910,BIOC 4910,BIOC 4910,775,Undergraduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Chapman,Kent D",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOL,5900,BIOL 5900,BIOL 5900,703,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Dzialowski,Edward Michael",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOL,5900,BIOL 5900,BIOL 5900,704,Graduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Kennedy,James H",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOL,5900,BIOL 5900,BIOL 5900,704,Graduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Kennedy,James H",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOL,5900,BIOL 5900,BIOL 5900,710,Graduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Padilla,Pamela A",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOL,5900,BIOL 5900,BIOL 5900,712,Graduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Mager,Edward Michael",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOL,5900,BIOL 5900,BIOL 5900,712,Graduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Mager,Edward Michael",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOL,5900,BIOL 5900,BIOL 5900,716,Graduate,SPECIAL PROBLEMS,10,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Henard,Calvin A",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOL,5900,BIOL 5900,BIOL 5900,718,Graduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Fuchs,Jannon Lou",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOL,5900,BIOL 5900,BIOL 5900,718,Graduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Fuchs,Jannon Lou",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Biological Sciences,BIOL,5900,BIOL 5900,BIOL 5900,719,Graduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Jagadeeswaran,Pudur",5W2,UNT Main Campus,Denton
