Term,Term,Semester,College or School,College Description,Department,Class Subject,Class Number,Class,Course,Class Section,Career,Course Class Description,Enrollment Capacity,Total Enrolled,Component,Room Number,Days of the Week,Class Start Time,Class End Time,Class on Monday,Class on Tuesday,Class on Wednesday,Class on Thursday,Class on Friday,Class on Saturday,Class on Sunday,Class Start Date,Class End Date,Professor Name,Summer Session,Class Location Description,City
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,6950,CHEM 6950,CHEM 6950,775,Graduate,DISSERTATION,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Golden,Teresa D",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,6950,CHEM 6950,CHEM 6950,776,Graduate,DISSERTATION,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Chyan,Oliver M R",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,6950,CHEM 6950,CHEM 6950,777,Graduate,DISSERTATION,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"D'Souza,Francis",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,6950,CHEM 6950,CHEM 6950,778,Graduate,DISSERTATION,5,0,CRE,,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"D'Souza,Francis",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,6950,CHEM 6950,CHEM 6950,779,Graduate,DISSERTATION,2,1,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Atkinson,Molly Brianne",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1360,CHEM 1360,CHEM 1360,400,Undergraduate,CONTEXT OF CHEM,100,34,CRE,Internet,,,,N,N,N,N,N,N,N,6/2/2025,7/25/2025,"Tekarli,Sammer Mustafa",8W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1410,CHEM 1410,CHEM 1410,1,Undergraduate,GEN CHEM SCI,100,14,CRE,CHEM 106,MTWR,10:00:00.000000AM,11:50:00.000000AM,Y,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Kinyanjui,Sophia Nduta",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1410,CHEM 1410,CHEM 1410,201,Undergraduate,GEN CHEM SCI,100,14,REC,CHEM 106,M, 2:00:00.000000PM, 3:50:00.000000PM,Y,N,N,N,N,N,N,5/19/2025,6/20/2025,"Kinyanjui,Sophia Nduta",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1410,CHEM 1410,CHEM 1410,401,Undergraduate,GEN CHEM SCI,100,90,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Hamilton,David",5W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1410,CHEM 1410,CHEM 1410,402,Undergraduate,GEN CHEM SCI,24,0,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,,5W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1410,CHEM 1410,CHEM 1410,411,Undergraduate,GEN CHEM SCI,100,90,REC,Internet,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Hamilton,David",5W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1410,CHEM 1410,CHEM 1410,602,Undergraduate,GEN CHEM SCI,24,0,REC,,,,,,,,,,,,,,,5W1,UNT in Frisco at Inspire Park,Frisco
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1420,CHEM 1420,CHEM 1420,1,Undergraduate,GEN CHEM SCI,72,24,CRE,SAGE 230,MTWR,10:00:00.000000AM,11:50:00.000000AM,Y,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Petros,Amy Kathryn",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1420,CHEM 1420,CHEM 1420,201,Undergraduate,GEN CHEM SCI,72,24,REC,SAGE 230,M,12:00:00.000000PM, 1:50:00.000000PM,Y,N,N,N,N,N,N,6/23/2025,7/25/2025,"Petros,Amy Kathryn",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1420,CHEM 1420,CHEM 1420,400,Undergraduate,GEN CHEM SCI,160,127,CRE,Internet,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Liu,Stephanie Yue",5W2,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1420,CHEM 1420,CHEM 1420,401,Undergraduate,GEN CHEM SCI,24,0,CRE,Internet,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,,5W2,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1420,CHEM 1420,CHEM 1420,411,Undergraduate,GEN CHEM SCI,160,127,REC,Internet,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Liu,Stephanie Yue",5W2,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1420,CHEM 1420,CHEM 1420,602,Undergraduate,GEN CHEM SCI,24,0,REC,,,,,,,,,,,,,,,5W2,UNT in Frisco at Inspire Park,Frisco
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1430,CHEM 1430,CHEM 1430,501,Undergraduate,LAB SEQ GEN CHEM,24,20,CRE,CHEM 131,TWR, 1:00:00.000000PM, 3:50:00.000000PM,N,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Nimmo II,John Paul",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1430,CHEM 1430,CHEM 1430,502,Undergraduate,LAB SEQ GEN CHEM,22,7,CRE,CHEM 134,TWR, 1:00:00.000000PM, 3:50:00.000000PM,N,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Nimmo II,John Paul",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1430,CHEM 1430,CHEM 1430,503,Undergraduate,LAB SEQ GEN CHEM,22,13,CRE,CHEM 137,TWR, 1:00:00.000000PM, 3:50:00.000000PM,N,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Nimmo II,John Paul",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1430,CHEM 1430,CHEM 1430,504,Undergraduate,LAB SEQ GEN CHEM,24,6,CRE,CHEM 245,TWR, 1:00:00.000000PM, 3:50:00.000000PM,N,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Nimmo II,John Paul",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1430,CHEM 1430,CHEM 1430,505,Undergraduate,LAB SEQ GEN CHEM,22,5,CRE,CHEM 134,TWR, 4:00:00.000000PM, 6:50:00.000000PM,N,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Nimmo II,John Paul",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1430,CHEM 1430,CHEM 1430,506,Undergraduate,LAB SEQ GEN CHEM,22,3,CRE,CHEM 137,TWR, 4:00:00.000000PM, 6:50:00.000000PM,N,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Nimmo II,John Paul",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1430,CHEM 1430,CHEM 1430,508,Undergraduate,LAB SEQ GEN CHEM,22,8,CRE,CHEM 131,TWR, 4:00:00.000000PM, 6:50:00.000000PM,N,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Nimmo II,John Paul",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1440,CHEM 1440,CHEM 1440,501,Undergraduate,LAB SEQ GEN CHEM,24,24,CRE,CHEM 131,TWR, 1:00:00.000000PM, 3:50:00.000000PM,N,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Stephens,Timothy",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1440,CHEM 1440,CHEM 1440,502,Undergraduate,LAB SEQ GEN CHEM,22,18,CRE,CHEM 134,TWR, 1:00:00.000000PM, 3:50:00.000000PM,N,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Stephens,Timothy",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1440,CHEM 1440,CHEM 1440,503,Undergraduate,LAB SEQ GEN CHEM,22,11,CRE,CHEM 137,TWR, 1:00:00.000000PM, 3:50:00.000000PM,N,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Stephens,Timothy",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1440,CHEM 1440,CHEM 1440,504,Undergraduate,LAB SEQ GEN CHEM,22,15,CRE,CHEM 245,TWR, 1:00:00.000000PM, 3:50:00.000000PM,N,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Stephens,Timothy",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1440,CHEM 1440,CHEM 1440,505,Undergraduate,LAB SEQ GEN CHEM,22,5,CRE,CHEM 134,TWR, 4:00:00.000000PM, 6:50:00.000000PM,N,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Stephens,Timothy",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1440,CHEM 1440,CHEM 1440,506,Undergraduate,LAB SEQ GEN CHEM,22,7,CRE,CHEM 137,TWR, 4:00:00.000000PM, 6:50:00.000000PM,N,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Stephens,Timothy",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1440,CHEM 1440,CHEM 1440,507,Undergraduate,LAB SEQ GEN CHEM,22,15,CRE,CHEM 131,TWR, 4:00:00.000000PM, 6:50:00.000000PM,N,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Stephens,Timothy",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,1980,CHEM 1980,CHEM 1980,1,Undergraduate,EXPERIMENT COURSE,70,7,CRE,SAGE 230,MTWR, 2:00:00.000000PM, 3:20:00.000000PM,Y,Y,Y,Y,N,N,N,6/2/2025,7/25/2025,"Petros,Amy Kathryn",8W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,2370,CHEM 2370,CHEM 2370,1,Undergraduate,ORGANIC CHEMISTRY I,125,23,CRE,CHEM 109,MTWR, 9:00:00.000000AM,10:50:00.000000AM,Y,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Moss,Austen Edmond",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,2370,CHEM 2370,CHEM 2370,201,Undergraduate,ORGANIC CHEMISTRY I,125,23,REC,CHEM 109,M, 3:00:00.000000PM, 4:50:00.000000PM,Y,N,N,N,N,N,N,5/19/2025,6/20/2025,"Moss,Austen Edmond",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,2370,CHEM 2370,CHEM 2370,400,Undergraduate,ORGANIC CHEMISTRY I,120,91,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Collini,Melissa Anne",5W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,2370,CHEM 2370,CHEM 2370,411,Undergraduate,ORGANIC CHEMISTRY I,120,91,REC,Internet,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Collini,Melissa Anne",5W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,2380,CHEM 2380,CHEM 2380,1,Undergraduate,ORGANIC CHEMISTRY II,150,62,CRE,CHEM 109,MTWR, 9:00:00.000000AM,10:50:00.000000AM,Y,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Moss,Austen Edmond",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,2380,CHEM 2380,CHEM 2380,201,Undergraduate,ORGANIC CHEMISTRY II,150,62,REC,CHEM 109,M, 3:00:00.000000PM, 4:50:00.000000PM,Y,N,N,N,N,N,N,6/23/2025,7/25/2025,"Moss,Austen Edmond",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,2900,CHEM 2900,CHEM 2900,703,Undergraduate,INTRO CHEM RSCH,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Omary,Mohammad A",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,3210,CHEM 3210,CHEM 3210,2,Undergraduate,ORG CHEM LAB I,125,86,CRE,CHEM 109,M,12:30:00.000000PM, 2:20:00.000000PM,Y,N,N,N,N,N,N,5/19/2025,6/20/2025,"Browning Jr.,Charles Lee",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,3220,CHEM 3220,CHEM 3220,1,Undergraduate,ORG CHEM LAB II,120,35,CRE,CHEM 109,M,12:30:00.000000PM, 2:20:00.000000PM,Y,N,N,N,N,N,N,6/23/2025,7/25/2025,"Browning Jr.,Charles Lee",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,3230,CHEM 3230,CHEM 3230,302,Undergraduate,PHYSICAL MEASURE I,15,5,CRE,CHEM 280,TWR, 1:00:00.000000PM, 3:50:00.000000PM,N,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Weber,Rebecca Jean",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,3240,CHEM 3240,CHEM 3240,302,Undergraduate,PHYSICAL MEASURE II,15,2,CRE,CHEM 280,TWR, 1:00:00.000000PM, 3:50:00.000000PM,N,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Weber,Rebecca Jean",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,3451,CHEM 3451,CHEM 3451,1,Undergraduate,QUANT ANYL,40,18,CRE,CHEM 253,MTWR,12:00:00.000000PM, 1:50:00.000000PM,Y,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Williams,Kristina Charlene",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,3452,CHEM 3452,CHEM 3452,301,Undergraduate,QUANT ANYL LAB,18,4,CRE,CHEM 283,TWR, 8:00:00.000000AM,11:50:00.000000AM,N,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Dawson,Andrew William",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,3452,CHEM 3452,CHEM 3452,302,Undergraduate,QUANT ANYL LAB,18,8,CRE,CHEM 283,TWR, 2:00:00.000000PM, 5:50:00.000000PM,N,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Dawson,Andrew William",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,3510,CHEM 3510,CHEM 3510,1,Undergraduate,PHYSICAL CHEM I,35,17,CRE,CHEM 253,MTWR,10:00:00.000000AM,11:50:00.000000AM,Y,Y,Y,Y,N,N,N,5/19/2025,6/20/2025,"Weber,Rebecca Jean",5W1,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,3520,CHEM 3520,CHEM 3520,1,Undergraduate,PHYSICAL CHEM II,30,14,CRE,CHEM 253,MTWR,10:00:00.000000AM,11:50:00.000000AM,Y,Y,Y,Y,N,N,N,6/23/2025,7/25/2025,"Weber,Rebecca Jean",5W2,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,3996,CHEM 3996,CHEM 3996,713,Undergraduate,HONORS RESEARCH,1,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Yan,Hao",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,4900,CHEM 4900,CHEM 4900,703,Undergraduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Omary,Mohammad A",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,4900,CHEM 4900,CHEM 4900,708,Undergraduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Atkinson,Molly Brianne",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,4900,CHEM 4900,CHEM 4900,713,Undergraduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Yan,Hao",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,4900,CHEM 4900,CHEM 4900,719,Undergraduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Marshall,Paul",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,4900,CHEM 4900,CHEM 4900,725,Undergraduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Ma,Shengqian",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,4900,CHEM 4900,CHEM 4900,775,Undergraduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Golden,Teresa D",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,4910,CHEM 4910,CHEM 4910,714,Undergraduate,SPECIAL PROBLEMS,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Weber,Rebecca Jean",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,COS,College of Science,Chemistry,CHEM,4920,CHEM 4920,CHEM 4920,714,Undergraduate,COOP ED IN CHEMISTRY,5,0,CRE,,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Weber,Rebecca Jean",10W,UNT Main Campus,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,5350,CJUS 5350,CJUS 5350,400,Graduate,SEM:CONTEMP POLIC,45,8,CRE,Internet,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Fritsch,Eric J",5W2,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,5800,CJUS 5800,CJUS 5800,888,Graduate,TOPICS IN CJUS,1,8,CRE,,,,,N,N,N,N,N,N,N,5/12/2025,5/30/2025,"Zettler,Haley Rose",3W1,Stayokay Hostel Amsterdam Oost,Amsterdam
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,5850,CJUS 5850,CJUS 5850,400,Graduate,DIRECTED STUDIES,5,2,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Updegrove,Alexander Hodge",10W,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,5900,CJUS 5900,CJUS 5900,400,Graduate,SPECIAL PROBLEMS,10,0,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Simon,Samuel Anthony",10W,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,5900,CJUS 5900,CJUS 5900,402,Graduate,SPECIAL PROBLEMS,3,0,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Siebeneck,Laura Kathryn",10W,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,2100,CJUS 2100,CJUS 2100,401,Undergraduate,U.S.CRIME/JUSTICE,80,46,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Dixon,Andrekus Jamaal",5W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,2300,CJUS 2300,CJUS 2300,400,Undergraduate,POLICE SYSTEMS,65,18,CRE,Internet,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Fritsch,Eric J",5W2,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,2400,CJUS 2400,CJUS 2400,400,Undergraduate,CORRECTIONAL SYSTEMS,65,27,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Trulson,Chad Richard",5W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,2500,CJUS 2500,CJUS 2500,400,Undergraduate,CRIMINAL LAW,75,33,CRE,Internet,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Russell,Jordan Marie",5W2,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,3210,CJUS 3210,CJUS 3210,400,Undergraduate,JUDICIAL & LEGAL SYS,65,55,CRE,Internet,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Russell,Jordan Marie",5W2,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,3340,CJUS 3340,CJUS 3340,400,Undergraduate,COMPUTER CRIME,70,52,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"McDowell,Madison Leigh",5W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,3500,CJUS 3500,CJUS 3500,401,Undergraduate,INEQUALITY AND JUSTICE,65,27,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Dixon,Andrekus Jamaal",5W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,3600,CJUS 3600,CJUS 3600,401,Undergraduate,CRIMINOLOGY,65,28,CRE,Internet,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Zettler,Haley Rose",5W2,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,3630,CJUS 3630,CJUS 3630,401,Undergraduate,DRUGS CRIME SOCTY,75,65,CRE,Internet,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Craig,Jessica M",5W2,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,3900,CJUS 3900,CJUS 3900,400,Undergraduate,CJ RESEARCH METH,65,29,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Rief,Rachael Marie",5W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,4330,CJUS 4330,CJUS 4330,400,Undergraduate,DOM/INTL TERRORISM,75,67,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"McDowell,Madison Leigh",5W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,4600,CJUS 4600,CJUS 4600,400,Undergraduate,WHAT IS JUSTICE?,65,37,CRE,Internet,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Updegrove,Alexander Hodge",5W2,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,4850,CJUS 4850,CJUS 4850,400,Undergraduate,INTERN CRIMNL JUS,25,2,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,7/25/2025,"Simon,Samuel Anthony",10W,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,4870,CJUS 4870,CJUS 4870,400,Undergraduate,SPECIAL TOPICS,65,56,CRE,Internet,,,,N,N,N,N,N,N,N,5/19/2025,6/20/2025,"Trulson,Chad Richard",5W1,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,4870,CJUS 4870,CJUS 4870,888,Undergraduate,SPECIAL TOPICS,19,11,CRE,,,,,N,N,N,N,N,N,N,5/12/2025,5/30/2025,"Zettler,Haley Rose",3W1,Stayokay Hostel Amsterdam Oost,Amsterdam
1253,Summer 2025,Summer 2025,SOCS,Col of Health & Public Service,Criminal Justice,CJUS,4901,CJUS 4901,CJUS 4901,400,Undergraduate,CJUS Capstone,65,25,CRE,Internet,,,,N,N,N,N,N,N,N,6/23/2025,7/25/2025,"Craig,Jessica M",5W2,Internet Course - Texas,Denton
1253,Summer 2025,Summer 2025,SMHM,"College of Mrch, Hosp, Tourism","Merchndsng, Hosptlty & Tourism",CMHT,5000,CMHT 5000,CMHT 5000,1,Graduate,GLOBAL DISCOVERY,5,4,CRE,NY,,,,N,N,N,N,N,N,N,5/12/2025,5/17/2025,"Slaton,Kelcie Shaelyn",3W1,"New York, NY",
1253,Summer 2025,Summer 2025,SMHM,"College of Mrch, Hosp, Tourism","Merchndsng, Hosptlty & Tourism",CMHT,5000,CMHT 5000,CMHT 5000,1,Graduate,GLOBAL DISCOVERY,5,4,CRE,NO ASSGN,,,,N,N,N,N,N,N,N,5/12/2025,5/30/2025,,3W1,"New York, NY",
1253,Summer 2025,Summer 2025,SMHM,"College of Mrch, Hosp, Tourism","Merchndsng, Hosptlty & Tourism",CMHT,5000,CMHT 5000,CMHT 5000,1,Graduate,GLOBAL DISCOVERY,5,4,CRE,CHIL 349,MTWR,12:00:00.000000PM, 1:50:00.000000PM,Y,Y,Y,Y,N,N,N,5/19/2025,5/22/2025,,3W1,"New York, NY",
1253,Summer 2025,Summer 2025,SMHM,"College of Mrch, Hosp, Tourism","Merchndsng, Hosptlty & Tourism",CMHT,5000,CMHT 5000,CMHT 5000,2,Graduate,GLOBAL DISCOVERY,6,0,CRE,NY,,,,N,N,N,N,N,N,N,5/12/2025,5/17/2025,"Ratnam,Malini",3W1,"New York, NY",
1253,Summer 2025,Summer 2025,SMHM,"College of Mrch, Hosp, Tourism","Merchndsng, Hosptlty & Tourism",CMHT,5000,CMHT 5000,CMHT 5000,2,Graduate,GLOBAL DISCOVERY,6,0,CRE,,MTWR,12:00:00.000000PM, 1:50:00.000000PM,Y,Y,Y,Y,N,N,N,5/19/2025,5/22/2025,,3W1,"New York, NY",
